,TOTAL,WHITE,BLACK,AK_NH,ASIAN_NH,PI_NH,OTHER_NH,MIX_NH,HISP_ALL,WHITE_H,BLACK_H,AK_H,ASIAN_H,PI_H,OTHER_H,MIX_H,NAME,county,state,tract,county_map,AK,API,OTHER_MIX,HISP,AK_PER,API_PER,BLACK_PER,HISP_PER,OTHER_MIX_PER,WHITE_PER,MAX_ETH_PER,MAX_ETH,Above 70,Above 80,Above 90
150,2688.0,1091.0,323.0,0.0,22.0,19.0,0.0,119.0,1114.0,394.0,0.0,24.0,0.0,0.0,595.0,101.0,"Census Tract 157, Philadelphia County, Pennsylvania",101,42,015700,"Philadelphia County, Pennsylvania",24.0,41.0,119.0,1090.0,0.008928571428571428,0.01525297619047619,0.12016369047619048,0.4055059523809524,0.044270833333333336,0.40587797619047616,0.40587797619047616,WHITE_PER,0,0,0
151,6183.0,5750.0,83.0,0.0,115.0,0.0,0.0,45.0,190.0,146.0,0.0,0.0,0.0,0.0,44.0,0.0,"Census Tract 158, Philadelphia County, Pennsylvania",101,42,015800,"Philadelphia County, Pennsylvania",0.0,115.0,45.0,190.0,0.0,0.018599385411612487,0.013423904253598577,0.030729419375707584,0.00727802037845706,0.9299692705806243,0.9299692705806243,WHITE_PER,1,1,1
152,6721.0,5785.0,112.0,0.0,184.0,0.0,0.0,128.0,512.0,229.0,0.0,0.0,74.0,0.0,77.0,132.0,"Census Tract 160, Philadelphia County, Pennsylvania",101,42,016000,"Philadelphia County, Pennsylvania",0.0,258.0,128.0,438.0,0.0,0.03838714477012349,0.016664186876952834,0.06516887367951198,0.01904478500223181,0.8607350096711799,0.8607350096711799,WHITE_PER,1,1,0
153,5964.0,3233.0,255.0,24.0,723.0,0.0,17.0,169.0,1543.0,356.0,13.0,0.0,67.0,0.0,1063.0,44.0,"Census Tract 161, Philadelphia County, Pennsylvania",101,42,016100,"Philadelphia County, Pennsylvania",24.0,790.0,186.0,1476.0,0.004024144869215292,0.13246143527833668,0.04275653923541248,0.24748490945674045,0.03118712273641851,0.5420858484238766,0.5420858484238766,WHITE_PER,0,0,0
154,2441.0,239.0,352.0,0.0,84.0,0.0,0.0,0.0,1766.0,500.0,147.0,0.0,0.0,0.0,1065.0,54.0,"Census Tract 162, Philadelphia County, Pennsylvania",101,42,016200,"Philadelphia County, Pennsylvania",0.0,84.0,0.0,1766.0,0.0,0.03441212617779599,0.1442031954117165,0.7234739860712822,0.0,0.09791069233920524,0.7234739860712822,HISP_PER,1,0,0
155,3710.0,271.0,174.0,30.0,339.0,0.0,0.0,0.0,2896.0,1334.0,114.0,0.0,0.0,0.0,1363.0,85.0,"Census Tract 163, Philadelphia County, Pennsylvania",101,42,016300,"Philadelphia County, Pennsylvania",30.0,339.0,0.0,2896.0,0.008086253369272238,0.09137466307277628,0.04690026954177898,0.7805929919137466,0.0,0.07304582210242587,0.7805929919137466,HISP_PER,1,0,0
156,4338.0,60.0,1663.0,70.0,0.0,0.0,64.0,0.0,2481.0,924.0,307.0,0.0,0.0,0.0,1047.0,203.0,"Census Tract 164, Philadelphia County, Pennsylvania",101,42,016400,"Philadelphia County, Pennsylvania",70.0,0.0,64.0,2481.0,0.016136468418626097,0.0,0.38335638543107425,0.5719225449515906,0.01475334255417243,0.013831258644536652,0.5719225449515906,HISP_PER,0,0,0
157,2687.0,10.0,1644.0,11.0,128.0,0.0,19.0,6.0,869.0,278.0,33.0,0.0,0.0,0.0,558.0,0.0,"Census Tract 165, Philadelphia County, Pennsylvania",101,42,016500,"Philadelphia County, Pennsylvania",11.0,128.0,25.0,869.0,0.004093784890212133,0.04763676963155936,0.6118347599553405,0.32340900632675845,0.009304056568663937,0.003721622627465575,0.6118347599553405,BLACK_PER,0,0,0
158,1627.0,266.0,1108.0,0.0,6.0,0.0,0.0,39.0,208.0,79.0,31.0,0.0,0.0,0.0,98.0,0.0,"Census Tract 166, Philadelphia County, Pennsylvania",101,42,016600,"Philadelphia County, Pennsylvania",0.0,6.0,39.0,208.0,0.0,0.0036877688998156115,0.6810079901659496,0.12784265519360788,0.023970497848801474,0.16349108789182545,0.6810079901659496,BLACK_PER,0,0,0
159,2871.0,17.0,2735.0,0.0,26.0,0.0,0.0,63.0,30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,"Census Tract 167.01, Philadelphia County, Pennsylvania",101,42,016701,"Philadelphia County, Pennsylvania",0.0,26.0,63.0,30.0,0.0,0.009056078021595262,0.952629745733194,0.01044932079414838,0.0219435736677116,0.0059212817833507484,0.952629745733194,BLACK_PER,1,1,1
160,2796.0,161.0,2516.0,48.0,9.0,0.0,0.0,0.0,62.0,0.0,36.0,0.0,0.0,0.0,0.0,26.0,"Census Tract 167.02, Philadelphia County, Pennsylvania",101,42,016702,"Philadelphia County, Pennsylvania",48.0,9.0,0.0,62.0,0.017167381974248927,0.003218884120171674,0.899856938483548,0.022174535050071532,0.0,0.057582260371959945,0.899856938483548,BLACK_PER,1,1,0
161,3605.0,153.0,3419.0,21.0,0.0,0.0,0.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,"Census Tract 168, Philadelphia County, Pennsylvania",101,42,016800,"Philadelphia County, Pennsylvania",21.0,0.0,6.0,6.0,0.005825242718446602,0.0,0.9484049930651872,0.001664355062413315,0.001664355062413315,0.04244105409153953,0.9484049930651872,BLACK_PER,1,1,1
162,3430.0,2.0,3303.0,0.0,11.0,0.0,0.0,110.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,"Census Tract 169.01, Philadelphia County, Pennsylvania",101,42,016901,"Philadelphia County, Pennsylvania",0.0,11.0,110.0,4.0,0.0,0.003206997084548105,0.9629737609329446,0.0011661807580174927,0.03206997084548105,0.0005830903790087463,0.9629737609329446,BLACK_PER,1,1,1
163,5797.0,88.0,5482.0,0.0,0.0,0.0,14.0,0.0,213.0,0.0,182.0,0.0,0.0,0.0,31.0,0.0,"Census Tract 169.02, Philadelphia County, Pennsylvania",101,42,016902,"Philadelphia County, Pennsylvania",0.0,0.0,14.0,213.0,0.0,0.0,0.9456615490771089,0.03674314300500259,0.002415042263239607,0.015180265654648957,0.9456615490771089,BLACK_PER,1,1,1
164,3114.0,458.0,2411.0,0.0,90.0,0.0,0.0,23.0,132.0,64.0,12.0,0.0,0.0,0.0,47.0,9.0,"Census Tract 170, Philadelphia County, Pennsylvania",101,42,017000,"Philadelphia County, Pennsylvania",0.0,90.0,23.0,132.0,0.0,0.028901734104046242,0.7742453436095055,0.04238921001926782,0.007385998715478484,0.147077713551702,0.7742453436095055,BLACK_PER,1,0,0
165,3997.0,53.0,3769.0,0.0,0.0,0.0,0.0,57.0,118.0,60.0,43.0,0.0,0.0,0.0,15.0,0.0,"Census Tract 171, Philadelphia County, Pennsylvania",101,42,017100,"Philadelphia County, Pennsylvania",0.0,0.0,57.0,118.0,0.0,0.0,0.9429572179134351,0.029522141606204654,0.01426069552164123,0.013259944958719039,0.9429572179134351,BLACK_PER,1,1,1
166,3194.0,85.0,2667.0,0.0,125.0,0.0,63.0,229.0,25.0,0.0,0.0,0.0,0.0,0.0,8.0,17.0,"Census Tract 172.01, Philadelphia County, Pennsylvania",101,42,017201,"Philadelphia County, Pennsylvania",0.0,125.0,292.0,25.0,0.0,0.03913587977457733,0.8350031308703819,0.007827175954915467,0.09142141515341265,0.026612398246712587,0.8350031308703819,BLACK_PER,1,1,0
167,2991.0,26.0,2695.0,0.0,118.0,0.0,0.0,0.0,152.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,"Census Tract 172.02, Philadelphia County, Pennsylvania",101,42,017202,"Philadelphia County, Pennsylvania",0.0,118.0,0.0,152.0,0.0,0.03945168839852892,0.9010364426613173,0.05081912403878302,0.0,0.008692744901370779,0.9010364426613173,BLACK_PER,1,1,1
168,2607.0,90.0,2406.0,0.0,6.0,0.0,0.0,8.0,97.0,37.0,54.0,0.0,0.0,0.0,5.0,1.0,"Census Tract 173, Philadelphia County, Pennsylvania",101,42,017300,"Philadelphia County, Pennsylvania",0.0,6.0,8.0,97.0,0.0,0.0023014959723820483,0.9228998849252014,0.03720751822017645,0.0030686612965093976,0.03452243958573072,0.9228998849252014,BLACK_PER,1,1,1
169,2204.0,35.0,1828.0,0.0,0.0,0.0,0.0,0.0,341.0,158.0,51.0,26.0,0.0,0.0,106.0,0.0,"Census Tract 174, Philadelphia County, Pennsylvania",101,42,017400,"Philadelphia County, Pennsylvania",26.0,0.0,0.0,315.0,0.011796733212341199,0.0,0.8294010889292196,0.14292196007259528,0.0,0.01588021778584392,0.8294010889292196,BLACK_PER,1,1,0
170,6850.0,61.0,1775.0,0.0,39.0,0.0,63.0,126.0,4786.0,2190.0,30.0,50.0,0.0,0.0,2446.0,70.0,"Census Tract 175, Philadelphia County, Pennsylvania",101,42,017500,"Philadelphia County, Pennsylvania",50.0,39.0,189.0,4736.0,0.0072992700729927005,0.005693430656934307,0.2591240875912409,0.6913868613138686,0.027591240875912408,0.008905109489051094,0.6913868613138686,HISP_PER,0,0,0
171,5728.0,313.0,343.0,0.0,2.0,0.0,0.0,0.0,5070.0,1542.0,154.0,20.0,0.0,0.0,3196.0,158.0,"Census Tract 176.01, Philadelphia County, Pennsylvania",101,42,017601,"Philadelphia County, Pennsylvania",20.0,2.0,0.0,5050.0,0.0034916201117318434,0.00034916201117318437,0.059881284916201115,0.8816340782122905,0.0,0.05464385474860335,0.8816340782122905,HISP_PER,1,1,0
172,4267.0,273.0,352.0,0.0,43.0,0.0,0.0,24.0,3575.0,1802.0,253.0,21.0,0.0,0.0,1316.0,183.0,"Census Tract 176.02, Philadelphia County, Pennsylvania",101,42,017602,"Philadelphia County, Pennsylvania",21.0,43.0,24.0,3554.0,0.004921490508554019,0.010077337707991563,0.0824935551910007,0.8329036794000468,0.005624560581204594,0.06397937661120225,0.8329036794000468,HISP_PER,1,1,0
173,4012.0,199.0,1137.0,13.0,22.0,0.0,24.0,29.0,2588.0,1050.0,163.0,0.0,0.0,0.0,1047.0,328.0,"Census Tract 177.01, Philadelphia County, Pennsylvania",101,42,017701,"Philadelphia County, Pennsylvania",13.0,22.0,53.0,2588.0,0.0032402791625124627,0.005483549351944167,0.2833998005982054,0.6450648055832503,0.01321036889332004,0.0496011964107677,0.6450648055832503,HISP_PER,0,0,0
174,5441.0,331.0,1052.0,0.0,12.0,0.0,0.0,185.0,3861.0,1375.0,393.0,31.0,0.0,0.0,1843.0,219.0,"Census Tract 177.02, Philadelphia County, Pennsylvania",101,42,017702,"Philadelphia County, Pennsylvania",31.0,12.0,185.0,3830.0,0.005697482080499908,0.0022054769343870613,0.19334681124793238,0.7039147215585371,0.034001102738467195,0.06083440544017644,0.7039147215585371,HISP_PER,1,0,0
175,6224.0,1535.0,1562.0,0.0,282.0,0.0,21.0,47.0,2777.0,1021.0,350.0,115.0,0.0,0.0,1291.0,0.0,"Census Tract 178, Philadelphia County, Pennsylvania",101,42,017800,"Philadelphia County, Pennsylvania",115.0,282.0,68.0,2662.0,0.018476863753213366,0.04530848329048843,0.2509640102827764,0.4276992287917738,0.010925449871465296,0.24662596401028278,0.4276992287917738,HISP_PER,0,0,0
176,7283.0,2461.0,1916.0,0.0,0.0,0.0,0.0,97.0,2809.0,1168.0,53.0,90.0,0.0,27.0,1426.0,45.0,"Census Tract 179, Philadelphia County, Pennsylvania",101,42,017900,"Philadelphia County, Pennsylvania",90.0,27.0,97.0,2692.0,0.012357544967733078,0.0037072634903199233,0.2630784017575175,0.36962790059041606,0.013318687354112317,0.3379102018399011,0.36962790059041606,HISP_PER,0,0,0
177,2662.0,2321.0,53.0,0.0,29.0,0.0,0.0,78.0,181.0,87.0,0.0,0.0,56.0,0.0,0.0,38.0,"Census Tract 180.01, Philadelphia County, Pennsylvania",101,42,018001,"Philadelphia County, Pennsylvania",0.0,85.0,78.0,125.0,0.0,0.03193087903831705,0.019909842223891812,0.04695717505634861,0.029301277235161533,0.871900826446281,0.871900826446281,WHITE_PER,1,1,0
178,5740.0,5204.0,3.0,0.0,105.0,0.0,0.0,70.0,358.0,267.0,0.0,0.0,0.0,0.0,91.0,0.0,"Census Tract 180.02, Philadelphia County, Pennsylvania",101,42,018002,"Philadelphia County, Pennsylvania",0.0,105.0,70.0,358.0,0.0,0.018292682926829267,0.0005226480836236934,0.062369337979094074,0.012195121951219513,0.9066202090592335,0.9066202090592335,WHITE_PER,1,1,1
179,4004.0,3957.0,1.0,0.0,0.0,0.0,0.0,9.0,37.0,4.0,32.0,0.0,0.0,0.0,1.0,0.0,"Census Tract 183, Philadelphia County, Pennsylvania",101,42,018300,"Philadelphia County, Pennsylvania",0.0,0.0,9.0,37.0,0.0,0.0,0.00024975024975024975,0.00924075924075924,0.002247752247752248,0.9882617382617382,0.9882617382617382,WHITE_PER,1,1,1
180,2434.0,2251.0,1.0,4.0,62.0,0.0,0.0,15.0,101.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,"Census Tract 184, Philadelphia County, Pennsylvania",101,42,018400,"Philadelphia County, Pennsylvania",4.0,62.0,15.0,101.0,0.0016433853738701725,0.025472473294987676,0.0004108463434675431,0.04149548069022186,0.006162695152013147,0.9248151191454396,0.9248151191454396,WHITE_PER,1,1,1
181,9162.0,1783.0,2353.0,0.0,149.0,0.0,0.0,306.0,4571.0,2008.0,748.0,43.0,0.0,0.0,1345.0,427.0,"Census Tract 188, Philadelphia County, Pennsylvania",101,42,018800,"Philadelphia County, Pennsylvania",43.0,149.0,306.0,4528.0,0.0046932984064614715,0.016262824710761844,0.25682165466055445,0.4942152368478498,0.03339882121807466,0.19460816415629775,0.4942152368478498,HISP_PER,0,0,0
182,8371.0,1135.0,1011.0,0.0,379.0,0.0,158.0,133.0,5555.0,2063.0,552.0,0.0,0.0,0.0,2443.0,497.0,"Census Tract 190, Philadelphia County, Pennsylvania",101,42,019000,"Philadelphia County, Pennsylvania",0.0,379.0,291.0,5555.0,0.0,0.045275355393620834,0.12077410106319436,0.6636005256241787,0.03476287181937642,0.13558714609962969,0.6636005256241787,HISP_PER,0,0,0
183,8857.0,1405.0,1287.0,0.0,1127.0,0.0,0.0,0.0,5038.0,2729.0,165.0,0.0,0.0,88.0,2013.0,43.0,"Census Tract 191, Philadelphia County, Pennsylvania",101,42,019100,"Philadelphia County, Pennsylvania",0.0,1215.0,0.0,4950.0,0.0,0.13717963192954724,0.14530879530315005,0.5588799819351925,0.0,0.1586315908321102,0.5588799819351925,HISP_PER,0,0,0
184,9019.0,1061.0,1381.0,282.0,21.0,0.0,0.0,120.0,6154.0,3276.0,972.0,0.0,0.0,15.0,1891.0,0.0,"Census Tract 192, Philadelphia County, Pennsylvania",101,42,019200,"Philadelphia County, Pennsylvania",282.0,36.0,120.0,6139.0,0.031267324537088366,0.003991573345160217,0.15312118860184057,0.6806741323871827,0.013305244483867391,0.11764053664486085,0.6806741323871827,HISP_PER,0,0,0
185,4437.0,166.0,411.0,1.0,0.0,0.0,0.0,0.0,3859.0,1827.0,0.0,168.0,0.0,8.0,1683.0,173.0,"Census Tract 195.01, Philadelphia County, Pennsylvania",101,42,019501,"Philadelphia County, Pennsylvania",169.0,8.0,0.0,3683.0,0.03808879873788596,0.001803020058598152,0.09263015551048005,0.8300653594771242,0.0,0.037412666215911654,0.8300653594771242,HISP_PER,1,1,0
186,3649.0,395.0,363.0,0.0,0.0,0.0,0.0,74.0,2817.0,1430.0,147.0,0.0,0.0,0.0,1173.0,67.0,"Census Tract 195.02, Philadelphia County, Pennsylvania",101,42,019502,"Philadelphia County, Pennsylvania",0.0,0.0,74.0,2817.0,0.0,0.0,0.09947930939983557,0.7719923266648396,0.020279528637983008,0.10824883529734174,0.7719923266648396,HISP_PER,1,0,0
187,6843.0,221.0,2672.0,0.0,10.0,0.0,0.0,8.0,3932.0,1105.0,792.0,16.0,0.0,0.0,1904.0,115.0,"Census Tract 197, Philadelphia County, Pennsylvania",101,42,019700,"Philadelphia County, Pennsylvania",16.0,10.0,8.0,3916.0,0.002338155779628818,0.0014613473622680112,0.39047201519801256,0.5722636270641531,0.001169077889814409,0.03229577670612305,0.5722636270641531,HISP_PER,0,0,0
188,6970.0,69.0,2061.0,40.0,108.0,0.0,0.0,75.0,4617.0,1200.0,799.0,125.0,62.0,167.0,1927.0,337.0,"Census Tract 198, Philadelphia County, Pennsylvania",101,42,019800,"Philadelphia County, Pennsylvania",165.0,337.0,75.0,4263.0,0.023672883787661407,0.048350071736011475,0.2956958393113343,0.6116212338593974,0.010760401721664276,0.009899569583931133,0.6116212338593974,HISP_PER,0,0,0
189,4080.0,107.0,1469.0,12.0,0.0,0.0,0.0,0.0,2492.0,931.0,177.0,82.0,0.0,0.0,1163.0,139.0,"Census Tract 199, Philadelphia County, Pennsylvania",101,42,019900,"Philadelphia County, Pennsylvania",94.0,0.0,0.0,2410.0,0.02303921568627451,0.0,0.36004901960784313,0.5906862745098039,0.0,0.026225490196078432,0.5906862745098039,HISP_PER,0,0,0
190,1327.0,50.0,1166.0,0.0,25.0,0.0,0.0,7.0,79.0,0.0,20.0,0.0,0.0,0.0,42.0,17.0,"Census Tract 200, Philadelphia County, Pennsylvania",101,42,020000,"Philadelphia County, Pennsylvania",0.0,25.0,7.0,79.0,0.0,0.018839487565938208,0.8786737000753579,0.059532780708364735,0.0052750565184626974,0.037678975131876416,0.8786737000753579,BLACK_PER,1,1,0
191,4025.0,97.0,3708.0,0.0,78.0,0.0,0.0,20.0,122.0,30.0,92.0,0.0,0.0,0.0,0.0,0.0,"Census Tract 201.01, Philadelphia County, Pennsylvania",101,42,020101,"Philadelphia County, Pennsylvania",0.0,78.0,20.0,122.0,0.0,0.01937888198757764,0.9212422360248447,0.03031055900621118,0.004968944099378882,0.024099378881987578,0.9212422360248447,BLACK_PER,1,1,1
192,3083.0,8.0,2861.0,0.0,0.0,6.0,0.0,82.0,126.0,0.0,55.0,0.0,0.0,0.0,26.0,45.0,"Census Tract 201.02, Philadelphia County, Pennsylvania",101,42,020102,"Philadelphia County, Pennsylvania",0.0,6.0,82.0,126.0,0.0,0.0019461563412260785,0.927992215374635,0.04086928316574765,0.026597469996756405,0.0025948751216347712,0.927992215374635,BLACK_PER,1,1,1
193,4358.0,197.0,3980.0,0.0,8.0,0.0,0.0,7.0,166.0,19.0,146.0,0.0,0.0,0.0,0.0,1.0,"Census Tract 202, Philadelphia County, Pennsylvania",101,42,020200,"Philadelphia County, Pennsylvania",0.0,8.0,7.0,166.0,0.0,0.0018357044515832951,0.9132629646626893,0.03809086737035337,0.0016062413951353832,0.04520422212023864,0.9132629646626893,BLACK_PER,1,1,1
194,2906.0,58.0,2579.0,0.0,0.0,0.0,32.0,43.0,194.0,4.0,19.0,18.0,0.0,0.0,153.0,0.0,"Census Tract 203, Philadelphia County, Pennsylvania",101,42,020300,"Philadelphia County, Pennsylvania",18.0,0.0,75.0,176.0,0.006194081211286993,0.0,0.8874741913282863,0.060564349621472814,0.025808671713695802,0.01995870612525809,0.8874741913282863,BLACK_PER,1,1,0
195,2631.0,37.0,2387.0,23.0,1.0,0.0,0.0,51.0,132.0,0.0,91.0,0.0,0.0,0.0,41.0,0.0,"Census Tract 204, Philadelphia County, Pennsylvania",101,42,020400,"Philadelphia County, Pennsylvania",23.0,1.0,51.0,132.0,0.008741923223109084,0.0003800836183960471,0.9072595971113645,0.05017103762827822,0.019384264538198404,0.014063093880653743,0.9072595971113645,BLACK_PER,1,1,1
196,2759.0,131.0,2399.0,13.0,72.0,0.0,21.0,87.0,36.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,"Census Tract 205, Philadelphia County, Pennsylvania",101,42,020500,"Philadelphia County, Pennsylvania",13.0,72.0,108.0,36.0,0.004711852120333454,0.026096411743385284,0.8695179412830736,0.013048205871692642,0.039144617615077926,0.047480971366437114,0.8695179412830736,BLACK_PER,1,1,0
197,1664.0,736.0,564.0,14.0,194.0,0.0,17.0,52.0,87.0,36.0,6.0,0.0,0.0,0.0,35.0,10.0,"Census Tract 206, Philadelphia County, Pennsylvania",101,42,020600,"Philadelphia County, Pennsylvania",14.0,194.0,69.0,87.0,0.008413461538461538,0.11658653846153846,0.3389423076923077,0.05228365384615385,0.04146634615384615,0.4423076923076923,0.4423076923076923,WHITE_PER,0,0,0
198,5675.0,3989.0,761.0,0.0,340.0,5.0,0.0,242.0,338.0,237.0,0.0,0.0,0.0,0.0,82.0,19.0,"Census Tract 207, Philadelphia County, Pennsylvania",101,42,020700,"Philadelphia County, Pennsylvania",0.0,345.0,242.0,338.0,0.0,0.06079295154185022,0.13409691629955947,0.059559471365638765,0.042643171806167404,0.7029074889867841,0.7029074889867841,WHITE_PER,1,0,0
199,2196.0,1069.0,732.0,0.0,290.0,0.0,0.0,27.0,78.0,26.0,26.0,0.0,10.0,0.0,10.0,6.0,"Census Tract 208, Philadelphia County, Pennsylvania",101,42,020800,"Philadelphia County, Pennsylvania",0.0,300.0,27.0,68.0,0.0,0.1366120218579235,0.3333333333333333,0.030965391621129327,0.012295081967213115,0.48679417122040075,0.48679417122040075,WHITE_PER,0,0,0
200,2932.0,2541.0,129.0,0.0,49.0,0.0,0.0,30.0,183.0,42.0,8.0,0.0,0.0,0.0,133.0,0.0,"Census Tract 209, Philadelphia County, Pennsylvania",101,42,020900,"Philadelphia County, Pennsylvania",0.0,49.0,30.0,183.0,0.0,0.016712141882673944,0.043997271487039566,0.062414733969986355,0.010231923601637109,0.866643929058663,0.866643929058663,WHITE_PER,1,1,0
201,4990.0,4293.0,433.0,37.0,26.0,0.0,0.0,109.0,92.0,69.0,0.0,0.0,0.0,0.0,23.0,0.0,"Census Tract 210, Philadelphia County, Pennsylvania",101,42,021000,"Philadelphia County, Pennsylvania",37.0,26.0,109.0,92.0,0.007414829659318637,0.0052104208416833666,0.08677354709418837,0.01843687374749499,0.0218436873747495,0.8603206412825651,0.8603206412825651,WHITE_PER,1,1,0
202,2496.0,1952.0,149.0,0.0,113.0,0.0,9.0,100.0,173.0,122.0,4.0,0.0,0.0,0.0,47.0,0.0,"Census Tract 211, Philadelphia County, Pennsylvania",101,42,021100,"Philadelphia County, Pennsylvania",0.0,113.0,109.0,173.0,0.0,0.045272435897435896,0.059695512820512824,0.06931089743589744,0.04366987179487179,0.782051282051282,0.782051282051282,WHITE_PER,1,0,0
203,2440.0,1851.0,234.0,0.0,223.0,0.0,11.0,25.0,96.0,79.0,17.0,0.0,0.0,0.0,0.0,0.0,"Census Tract 212, Philadelphia County, Pennsylvania",101,42,021200,"Philadelphia County, Pennsylvania",0.0,223.0,36.0,96.0,0.0,0.09139344262295082,0.0959016393442623,0.03934426229508197,0.014754098360655738,0.7586065573770492,0.7586065573770492,WHITE_PER,1,0,0
204,3814.0,3302.0,140.0,0.0,65.0,0.0,0.0,82.0,225.0,146.0,0.0,19.0,0.0,0.0,0.0,60.0,"Census Tract 213, Philadelphia County, Pennsylvania",101,42,021300,"Philadelphia County, Pennsylvania",19.0,65.0,82.0,206.0,0.004981646565285789,0.017042475091767175,0.03670686942842161,0.0540115364446775,0.02149973780807551,0.8657577346617724,0.8657577346617724,WHITE_PER,1,1,0
205,4475.0,3512.0,594.0,0.0,32.0,0.0,0.0,38.0,299.0,197.0,32.0,22.0,0.0,0.0,0.0,48.0,"Census Tract 214, Philadelphia County, Pennsylvania",101,42,021400,"Philadelphia County, Pennsylvania",22.0,32.0,38.0,277.0,0.004916201117318436,0.007150837988826816,0.13273743016759776,0.061899441340782124,0.008491620111731844,0.784804469273743,0.784804469273743,WHITE_PER,1,0,0
206,3865.0,3275.0,138.0,0.0,187.0,0.0,0.0,173.0,92.0,59.0,0.0,11.0,0.0,0.0,22.0,0.0,"Census Tract 215, Philadelphia County, Pennsylvania",101,42,021500,"Philadelphia County, Pennsylvania",11.0,187.0,173.0,81.0,0.0028460543337645535,0.048382923673997415,0.03570504527813713,0.02095730918499353,0.044760672703751614,0.8473479948253557,0.8473479948253557,WHITE_PER,1,1,0
207,2174.0,1701.0,203.0,0.0,107.0,0.0,0.0,89.0,74.0,51.0,0.0,0.0,0.0,0.0,23.0,0.0,"Census Tract 216, Philadelphia County, Pennsylvania",101,42,021600,"Philadelphia County, Pennsylvania",0.0,107.0,89.0,74.0,0.0,0.04921803127874885,0.09337626494940203,0.03403863845446182,0.04093836246550138,0.7824287028518859,0.7824287028518859,WHITE_PER,1,0,0
208,5850.0,5038.0,398.0,0.0,241.0,0.0,0.0,135.0,38.0,23.0,15.0,0.0,0.0,0.0,0.0,0.0,"Census Tract 217, Philadelphia County, Pennsylvania",101,42,021700,"Philadelphia County, Pennsylvania",0.0,241.0,135.0,38.0,0.0,0.0411965811965812,0.06803418803418804,0.006495726495726496,0.023076923076923078,0.8611965811965812,0.8611965811965812,WHITE_PER,1,1,0
209,4358.0,2670.0,1035.0,0.0,168.0,0.0,148.0,50.0,287.0,84.0,134.0,0.0,0.0,24.0,0.0,45.0,"Census Tract 218, Philadelphia County, Pennsylvania",101,42,021800,"Philadelphia County, Pennsylvania",0.0,192.0,198.0,263.0,0.0,0.04405690683799908,0.23749426342358881,0.06034878384580083,0.045433685176686556,0.6126663607159247,0.6126663607159247,WHITE_PER,0,0,0
210,1508.0,1300.0,60.0,0.0,47.0,0.0,32.0,23.0,46.0,35.0,5.0,0.0,0.0,0.0,6.0,0.0,"Census Tract 219, Philadelphia County, Pennsylvania",101,42,021900,"Philadelphia County, Pennsylvania",0.0,47.0,55.0,46.0,0.0,0.03116710875331565,0.03978779840848806,0.03050397877984085,0.03647214854111406,0.8620689655172413,0.8620689655172413,WHITE_PER,1,1,0
211,1772.0,1272.0,256.0,0.0,82.0,0.0,0.0,13.0,149.0,71.0,1.0,0.0,0.0,0.0,77.0,0.0,"Census Tract 220, Philadelphia County, Pennsylvania",101,42,022000,"Philadelphia County, Pennsylvania",0.0,82.0,13.0,149.0,0.0,0.046275395033860044,0.14446952595936793,0.08408577878103837,0.007336343115124154,0.7178329571106095,0.7178329571106095,WHITE_PER,1,0,0
212,1374.0,1280.0,0.0,0.0,12.0,0.0,9.0,9.0,64.0,48.0,0.0,16.0,0.0,0.0,0.0,0.0,"Census Tract 231, Philadelphia County, Pennsylvania",101,42,023100,"Philadelphia County, Pennsylvania",16.0,12.0,18.0,48.0,0.011644832605531296,0.008733624454148471,0.0,0.034934497816593885,0.013100436681222707,0.9315866084425036,0.9315866084425036,WHITE_PER,1,1,1
213,1308.0,758.0,399.0,0.0,59.0,0.0,7.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Census Tract 235, Philadelphia County, Pennsylvania",101,42,023500,"Philadelphia County, Pennsylvania",0.0,59.0,92.0,0.0,0.0,0.04510703363914373,0.30504587155963303,0.0,0.07033639143730887,0.5795107033639144,0.5795107033639144,WHITE_PER,0,0,0
214,2450.0,1495.0,863.0,0.0,32.0,0.0,1.0,40.0,19.0,10.0,0.0,9.0,0.0,0.0,0.0,0.0,"Census Tract 236, Philadelphia County, Pennsylvania",101,42,023600,"Philadelphia County, Pennsylvania",9.0,32.0,41.0,10.0,0.003673469387755102,0.013061224489795919,0.3522448979591837,0.004081632653061225,0.01673469387755102,0.610204081632653,0.610204081632653,WHITE_PER,0,0,0
215,5300.0,1429.0,3085.0,0.0,112.0,0.0,0.0,465.0,209.0,79.0,34.0,0.0,0.0,0.0,45.0,51.0,"Census Tract 237, Philadelphia County, Pennsylvania",101,42,023700,"Philadelphia County, Pennsylvania",0.0,112.0,465.0,209.0,0.0,0.021132075471698115,0.5820754716981132,0.03943396226415094,0.08773584905660377,0.26962264150943394,0.5820754716981132,BLACK_PER,0,0,0
